original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier
1170,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,41,.,no de Oliver .%mor: adv|no=no prep|de=of n:prop|Oliver .,%mor:
1171,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,43,.,es de Juan: .%mor: cop|se-3S&PRES=be prep|de=of n:prop|Juan .,%mor:
1172,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,45,!,es de Juan hombre !%mor: cop|se-3S&PRES=be prep|de=of n:prop|Juan co|hombre=man !,%mor:
1173,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,47,.,es de Yaya .%mor: cop|se-3S&PRES=be prep|de=of n:prop|Yaya .,%mor:
1174,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,49,.,no es de Juan .%mor: adv|no=no cop|se-3S&PRES=be prep|de=of n:prop|Juan .,%mor:
1175,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,51,!,de Juan hombre !%mor: prep|de=of n:prop|Juan co|hombre=man !,%mor:
1176,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,53,.,xxx mami .%mor: n|mami&f=mommy .,%mor:
1177,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,55,!,claro !%mor: co|claro=obvious !,%mor:
1178,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,57,.,Yaya ya tiene bastante con su mami .%mor: n:prop|Yaya adv|ya=already v|tene-3S&PRES=have adv|bastante=enough prep|con=with det:poss|su&3S=his n|mami&f=mommy .,%mor:
1179,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,60,.,xxx con su mami .%mor: prep|con=with det:poss|su&3S=his n|mami&f=mommy .,%mor:
1180,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,62,.,es Juan .%mor: cop|se-3S&PRES=be n:prop|Juan .,%mor:
1181,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,64,?,donde dices que está Yaya ?%mor: pro:rel|donde=where v|deci-2S&PRES=say pro:rel|que=that cop|esta-3S&PRES=be n:prop|Yaya ?,%mor:
1182,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,67,.,en Juan .%mor: prep|en=in n:prop|Juan .,%mor:
1183,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,69,?,donde está Yaya ?%mor: pro:rel|donde=where cop|esta-3S&PRES=be n:prop|Yaya ?,%mor:
1184,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,71,.,con mami .%mor: prep|con=with n|mami&f=mommy .,%mor:
1185,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,73,.,con su mami .%mor: prep|con=with det:poss|su&3S=his n|mami&f=mommy .,%mor:
1186,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,75,.,en casa .%mor: prep|en=in n|casa&f=house .,%mor:
1187,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,77,.,en su casa .%mor: prep|en=in det:poss|su&3S=his n|casa&f=house .,%mor:
1188,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,80,.,0 .,%mor:
1189,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,82,.,un elefante .%mor: det:art|un&m=one n|elefante&m=elephant .,%mor:
1190,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,84,.,no may@c .%mor: adv|no=no chi|may .,%mor:
1191,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,86,!,oye !%mor: co|oye=listen !,%mor:
1192,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,88,?,te lo cantaba te lo cantaba eso Hernan ayer también ?%mor: pro:obj|te=you pro:obj|le-m=him v|canta-13S&PAS=sing pro:obj|te=you pro:obj|le-m=him v|canta-13S&PAS=sing pro:dem|eso=that_one n:prop|Hernan adv|ayer=yesterday adv|también=also ?,%mor:
1193,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,92,?,Hernan sabia cantar esa canción también del elefante verdad ?%mor: n:prop|Hernan adj|sabio-f=wise inf|canta-INF=sing det:dem|ese-f=that n|canción&f=song adv|también=also prep|de~det:art|el&m=of n|elefante&m=elephant co|verdad=right ?,%mor:
1194,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,96,?,eh ?%mor: co|eh ?,%mor:
1195,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,98,.,Hernan e Inés .%mor: n:prop|Hernan coord|e=and n:prop|Inés .,%mor:
1196,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,100,.,no may@c .%mor: adv|no=no chi|may .,%mor:
1197,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,102,?,sí ?%mor: co|sí=yes ?,%mor:
1198,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,104,.,no may@c .%mor: adv|no=no chi|may .,%mor:
1199,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,106,.,dejame que te ponga la bota hombre (.) que vas a ir a la calle .%mor: imp|deja-2S&IMP~pro:clit|1S=leave pro:rel|que=that pro:obj|te=you v|pone-13S&SUB&PRES=put det:art|el&f&SG=the n|bota&f=wine_bag co|hombre=man pro:rel|que=that v|i-2S&PRES=go prepart|a=to inf|i-INF=go prepart|a=to det:art|el&f&SG=the n|calle&f=street .,%mor:
1200,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,111,.,e no es Yaya .%mor: coord|e=and adv|no=no cop|se-3S&PRES=be n:prop|Yaya .,%mor:
1201,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,113,.,bueno ya se que es de Juan pero se la voy a poner a Juan en este pie .%mor: co|bueno=good adv|ya=already pro:refl|se=itself pro:rel|que=that cop|se-3S&PRES=be prep|de=of n:prop|Juan conj|pero=but pro:refl|se=itself pro:obj|la-f=she v|i-1S&PRES=go prepart|a=to inf|pone-INF=put prepart|a=to n:prop|Juan prep|en=in det:dem|este=this n|pie&m=foot .,%mor:
1202,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,120,!,que nos vamos a la calle !%mor: pro:rel|que=that pro:obj|nos=us v|i-1P&PRES=go prepart|a=to det:art|el&f&SG=the n|calle&f=street !,%mor:
1203,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,123,?,no ?%mor: adv|no=no ?,%mor:
1204,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,125,.,aquí se la pongo en este pie .%mor: adv|aquí=here pro:refl|se=itself pro:obj|la-f=she v|pone-1S&PRES=put prep|en=in det:dem|este=this n|pie&m=foot .,%mor:
1205,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,128,.,Juan otra vez Juan póntela tu .%mor: n:prop|Juan qn|otro-f=other n|vez&f=turn n:prop|Juan imp|pone-2S&IMP~pro:clit|2S~pro:clit|OBJ&f=put det:poss|tu=your .,%mor:
1206,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,131,.,limpiale los .%mor: imp|limpia-2S&IMP~pro:clit|3S=clean det:art|el&m-PL=the .,%mor:
1207,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,133,.,hay que quitarle aquí un poco los cordones .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|quita-INF~pro:clit|3S=remove adv|aquí=here det:art|un&m=one adv|poco=few det:art|el&m-PL=the n|cordón&m-PL=cordon .,%mor:
1208,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,137,.,así un poco .%mor: adv|así=thus det:art|un&m=one adv|poco=few .,%mor:
1209,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,139,.,así sí tiras .%mor: adv|así=thus co|sí=yes v|tira-2S&PRES=throw .,%mor:
1210,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,141,.,entonces estamos perdidos .%mor: adv|entonces=then cop|esta-1P&PRES&PRET=be part|perde-PRPART-m-PL=lose .,%mor:
1211,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,144,.,a_ver mete el pie así muy bien .%mor: co|a_ver v|mete-3S&PRES=put det:art|el&m&SG=the n|pie&m=foot adv|así=thus adv|muy=very adv|bien=well .,%mor:
1212,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,147,.,je je .%mor: co|je=ha co|je=ha .,%mor:
1213,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,149,!,muy bien !%mor: adv|muy=very adv|bien=well !,%mor:
1214,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,151,.,Juan xxx .%mor: n:prop|Juan .,%mor:
1215,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,153,.,Juan solo se lo está poniendo sí con un poco de ayuda de Josetxu .%mor: n:prop|Juan adj|solo-m=alone pro:refl|se=itself pro:obj|le-m=him aux|esta-3S&PRES=be part|pone-PRPART=put co|sí=yes prep|con=with det:art|un&m=one adv|poco=few prep|de=of n|ayuda&f=help prep|de=of n:prop|Josetxu .,%mor:
1216,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,158,.,así ahora la lengüeta está sujétala .%mor: adv|así=thus adv|ahora=now det:art|el&f&SG=the n|lengua&f-DIM=tongue imp|esta-2S&IMP=be imp|sujeta-2S&IMP~pro:clit|OBJ&f=subject .,%mor:
1217,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,162,!,si es que no me dejas ver nada hijo !%mor: conj|si=if cop|se-3S&PRES=be pro:rel|que=that adv|no=no pro:obj|me=me v|deja-2S&PRES=leave inf|ve-INF=see pro:indef|nada=nothing co|hijo=child !,%mor:
1218,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,166,.,(.) tira tira fuerte .%mor: v|tira-3S&PRES=throw v|tira-3S&PRES=throw adj|fuerte=strong .,%mor:
1219,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,168,.,de ahí fuerte más (.) a_ver más tira fuerte .%mor: prep|de=of adv|ahí=there adj|fuerte=strong adv|más=more co|a_ver adv|más=more v|tira-3S&PRES=throw adj|fuerte=strong .,%mor:
1220,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,171,.,así muy bien .%mor: adv|así=thus adv|muy=very adv|bien=well .,%mor:
1221,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,173,.,ahora vamos a atarlo .%mor: adv|ahora=now v|i-1P&PRES=go prepart|a=to inf|ata-INF~pro:clit|OBJ&m=fasten .,%mor:
1222,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,176,.,a ata(r)lo .%mor: prepart|a=to inf|ata-INF~pro:clit|OBJ&m=fasten .,%mor:
1223,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,178,.,a atarlo .%mor: prepart|a=to inf|ata-INF~pro:clit|OBJ&m=fasten .,%mor:
1224,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,181,.,un elefante se paseaba por una tela de .%mor: det:art|un&m=one n|elefante&m=elephant pro:refl|se=itself v|pasea-13S&PAS=stroll prep|por=for det:art|un-f=one n|tela&f=fabric prep|de=of .,%mor:
1225,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,185,.,araña .%mor: v|araña-3S&PRES=scratch .,%mor:
1226,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,187,.,y como .%mor: coord|y=and adv|como=like .,%mor:
1227,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,189,.,(v)eía [*] .%mor: v|ve-13S&PAS=see .,%mor:
1228,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,192,.,que no se caía .%mor: pro:rel|que=that adv|no=no pro:refl|se=itself v|cae-13S&PAS=fall .,%mor:
1229,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,194,.,(ca)ía tante [: elefante] .%mor: v|cae-13S&PAS=fall n|elefante&m=elephant .,%mor:
1230,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,196,.,dos .%mor: det:num|dos=two .,%mor:
1231,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,198,.,entante [: elefante] .%mor: n|elefante&m=elephant .,%mor:
1232,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,200,.,se paseaban .%mor: pro:refl|se=itself v|pasea-3P&PAS=stroll .,%mor:
1233,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,202,.,por lana [: araña] .%mor: prep|por=for n|araña&f=spider .,%mor:
1234,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,204,.,tela (.) y como .%mor: n|tela&f=fabric coord|y=and adv|como=like .,%mor:
1235,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,206,.,veía .%mor: v|ve-13S&PAS=see .,%mor:
1236,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,208,.,que no se .%mor: pro:rel|que=that adv|no=no pro:refl|se=itself .,%mor:
1237,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,210,.,caía antante [: elefante] .%mor: v|cae-13S&PAS=fall n|elefante&m=elephant .,%mor:
1238,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,212,.,tres .%mor: det:num|tres=three .,%mor:
1239,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,214,.,antante [: elefante] .%mor: n|elefante&m=elephant .,%mor:
1240,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,216,?,y la de la rana ?%mor: coord|y=and pro:obj|la-f=she prep|de=of det:art|el&f&SG=the n|rana&f=frog ?,%mor:
1241,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,219,!,hala !%mor: co|hala !,%mor:
1242,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,221,?,te peinamos ?%mor: pro:obj|te=you v|peina-1P&PRES&PRET=comb ?,%mor:
1243,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,223,.,xxx .,%mor:
1244,020100.cha,spa,Linaza,MAD,.,.,.,.,Mother,.,.,224,?,y te le has lavado la cara o no ?%mor: coord|y=and pro:obj|te=you pro:ind|le&m=him aux|habe-2S&PRES=have part|lava-PPART-m=wash det:art|el&f&SG=the n|cara&f=face coord|o=or adv|no=no ?,%mor:
1245,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,228,.,no no se la he lavado .%mor: adv|no=no adv|no=no pro:refl|se=itself det:art|el&f&SG=the aux|habe-1S&PRES=have part|lava-PPART-m=wash .,%mor:
1246,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,231,!,mira el tío como me ha ordenado todas las comiditas estas ay !%mor: v|mira-3S&PRES=look det:art|el&m&SG=the n|tío-m=uncle adv|como=like pro:obj|me=me aux|habe-3S&PRES=have part|ordena-PPART-m=order qn|todo-f-PL=all det:art|el&f-PL=the n|comida&f-DIM-PL=food det:dem|este-f-PL=this co|ay=ay !,%mor:
1247,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,236,?,quien ha estado hurgando aquí ?%mor: pro:rel|quien=who aux|habe-3S&PRES=have part|esta-PPART-m=be part|hurga-PRPART=poke adv|aquí=here ?,%mor:
1248,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,239,?,eh ?%mor: co|eh ?,%mor:
1249,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,241,.,no Juan arriba arriba .%mor: co|no n:prop|Juan adv|arriba=above adv|arriba=above .,%mor:
1250,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,243,.,no abajo Yaya .%mor: adv|no=no adv|abajo=below n:prop|Yaya .,%mor:
1251,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,245,.,no arriba .%mor: adv|no=no adv|arriba=above .,%mor:
1252,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,247,.,abajo papupa@b pu@b ama .%mor: adv|abajo=below bab|papupa bab|pu n|ama&f=housekeeper .,%mor:
1253,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,249,.,hombre no Juan arriba .%mor: co|hombre=man adv|no=no n:prop|Juan adv|arriba=above .,%mor:
1254,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,251,.,sí sí sí .%mor: co|sí=yes co|sí=yes co|sí=yes .,%mor:
1255,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,253,.,no no no .%mor: adv|no=no adv|no=no adv|no=no .,%mor:
1256,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,255,.,sí Yaya .%mor: co|sí=yes n:prop|Yaya .,%mor:
1257,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,257,.,no .%mor: adv|no=no .,%mor:
1258,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,259,.,ya Yayaya .%mor: adv|ya=already n:prop|Yayaya .,%mor:
1259,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,262,.,aquí Juan hombre .%mor: adv|aquí=here n:prop|Juan co|hombre=man .,%mor:
1260,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,264,.,no Yayaya .%mor: co|no n:prop|Yayaya .,%mor:
1261,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,266,.,Juan ven (.) ven aquí Juan .%mor: n:prop|Juan co|ven=come imp|veni-2S&IMP=come adv|aquí=here n:prop|Juan .,%mor:
1262,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,269,.,no .%mor: adv|no=no .,%mor:
1263,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,271,.,yes@s [= sí] .%mor: L2|yes .,%mor:
1264,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,273,.,no .%mor: adv|no=no .,%mor:
1265,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,275,.,yes@s [= sí] .%mor: L2|yes .,%mor:
1266,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,277,.,no no no no no .%mor: adv|no=no adv|no=no adv|no=no adv|no=no adv|no=no .,%mor:
1267,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,280,.,arriba sí abajo no .%mor: adv|arriba=above co|sí=yes adv|abajo=below adv|no=no .,%mor:
1268,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,282,.,sí abajo sí abajo sí abajo sí arriba .%mor: co|sí=yes adv|abajo=below co|sí=yes adv|abajo=below co|sí=yes adv|abajo=below co|sí=yes adv|arriba=above .,%mor:
1269,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,285,.,abajo no .%mor: adv|abajo=below adv|no=no .,%mor:
1270,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,287,.,un tante [: elefante] [*] xxx un tante [: elefante] [*] (.) un tante [: elefante] [*] .%mor: det:art|un&m=one n|elefante&m=elephant det:art|un&m=one n|elefante&m=elephant det:art|un&m=one n|elefante&m=elephant .,%mor:
1271,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,291,.,arriba .%mor: adv|arriba=above .,%mor:
1272,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,293,.,arriba ven .%mor: adv|arriba=above co|ven=come .,%mor:
1273,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,295,.,arriba .%mor: adv|arriba=above .,%mor:
1274,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,297,.,arriba sí abajo no .%mor: adv|arriba=above co|sí=yes adv|abajo=below adv|no=no .,%mor:
1275,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,299,.,abajo .%mor: adv|abajo=below .,%mor:
1276,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,301,.,abajo no .%mor: adv|abajo=below adv|no=no .,%mor:
1277,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,303,.,abajo sí .%mor: adv|abajo=below co|sí=yes .,%mor:
1278,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,305,.,abajo no arriba a bañarnos al agua .%mor: adv|abajo=below adv|no=no v|arriba-3S&PRES=arrive prepart|a=to inf|baña-INF~pro:clit|1P=bathe prepart|a~det:art|el&m=to n|agua&f=water .,%mor:
1279,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,309,.,no agua caca .%mor: adv|no=no n|agua&f=water n|caca&f=feces .,%mor:
1280,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,311,.,no caca ahora no ahora agua a bañarte .%mor: adv|no=no n|caca&f=feces adv|ahora=now adv|no=no adv|ahora=now n|agua&f=water prepart|a=to inf|baña-INF~pro:clit|2S=bathe .,%mor:
1281,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,314,.,je je xxx a caca .%mor: co|je=ha co|je=ha prepart|a=to n|caca&f=feces .,%mor:
1282,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,316,.,ya veo que te estas haciendo cacas (.) ven corre vamos a hacer cacas .%mor: adv|ya=already v|ve-1S&PRES=see pro:rel|que=that pro:obj|te=you det:dem|este-f-PL=this part|hace-PRPART=do n|caca&f-PL=feces co|ven=come v|corre-3S&PRES=run v|i-1P&PRES=go prepart|a=to inf|hace-INF=do n|caca&f-PL=feces .,%mor:
1283,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,322,.,ca (.) ca .%mor: co|ca=oh_no co|ca=oh_no .,%mor:
1284,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,324,.,cacas corre ven .%mor: n|caca&f-PL=feces v|corre-3S&PRES=run co|ven=come .,%mor:
1285,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,326,.,ca (.) ca .%mor: co|ca=oh_no co|ca=oh_no .,%mor:
1286,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,328,!,eh !%mor: co|eh !,%mor:
1287,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,330,.,vamos a hacer cacas .%mor: v|i-1P&PRES=go prepart|a=to inf|hace-INF=do n|caca&f-PL=feces .,%mor:
1288,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,332,.,ca (.) ca (.) ca (.) ca .%mor: co|ca=oh_no co|ca=oh_no co|ca=oh_no co|ca=oh_no .,%mor:
1289,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,334,.,ven sube arriba .%mor: co|ven=come v|subi-3S&PRES=go_up adv|arriba=above .,%mor:
1290,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,336,.,no .%mor: adv|no=no .,%mor:
1291,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,338,?,bajo yo abajo ?%mor: v|baja-1S&PRES=come_down pro:sub|yo=I adv|abajo=below ?,%mor:
1292,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,340,.,no aupa .%mor: co|no co|aupa=uppie .,%mor:
1293,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,342,.,aupa no sube tu solo .%mor: co|aupa=uppie adv|no=no v|subi-3S&PRES=go_up det:poss|tu=your adj|solo-m=alone .,%mor:
1294,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,345,.,no aupa .%mor: co|no co|aupa=uppie .,%mor:
1295,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,347,!,que sí (.) a_ver (.) no no te escapes no ven aquí que vengas aquí que oy !%mor: pro:rel|que=that co|sí=yes co|a_ver adv|no=no adv|no=no pro:obj|te=you v|escapa-2S&SUB&PRES=escape adv|no=no imp|veni-2S&IMP=come adv|aquí=here pro:rel|que=that v|venga-2S&PRES=avenge adv|aquí=here pro:rel|que=that co|oy !,%mor:
1296,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,353,.,que no mala malo a_ver te cojo yo por las escaleras a_ver que te cojo aum aum aum .%mor: pro:rel|que=that adv|no=no adj|malo-f=bad adj|malo-m=bad co|a_ver pro:obj|te=you v|coge-1S&PRES=take pro:sub|yo=I prep|por=for det:art|el&f-PL=the n|escalera&f-PL=staircase co|a_ver pro:rel|que=that pro:obj|te=you v|coge-1S&PRES=take co|aum=yum co|aum=yum co|aum=yum .,%mor:
1297,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,360,.,ay (.) ay (.) ja ja .%mor: co|ay=ay co|ay=ay co|ja=ha co|ja=ha .,%mor:
1298,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,362,!,ay !%mor: co|ay=ay !,%mor:
1299,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,364,!,ay !%mor: co|ay=ay !,%mor:
1300,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,366,!,ay !%mor: co|ay=ay !,%mor:
1301,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,368,.,venga sube sube sube que te cojo .%mor: co|venga=come_on v|subi-3S&PRES=go_up v|subi-3S&PRES=go_up v|subi-3S&PRES=go_up pro:rel|que=that pro:obj|te=you v|coge-1S&PRES=take .,%mor:
1302,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,372,.,sube que te cojo .%mor: imp|subi-2S&IMP=go_up pro:rel|que=that pro:obj|te=you v|coge-1S&PRES=take .,%mor:
1303,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,375,?,como hacía el león ?%mor: adv|como=like v|hace-13S&PAS=do det:art|el&m&SG=the n|león&m=lion ?,%mor:
1304,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,377,.,aum .%mor: co|aum=yum .,%mor:
1305,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,379,?,como hacía ?%mor: adv|como=like v|hace-13S&PAS=do ?,%mor:
1306,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,381,.,aum (.) aum .%mor: co|aum=yum co|aum=yum .,%mor:
1307,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,383,?,aum aum a quien ?%mor: co|aum=yum co|aum=yum prepart|a=to pro:rel|quien=who ?,%mor:
1308,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,385,?,a quien le comía ?%mor: prepart|a=to pro:rel|quien=who pro:ind|le&m=him v|come-13S&PAS=eat ?,%mor:
1309,020100.cha,spa,Linaza,CHI,2;01.00,.,.,.,Target_Child,.,.,388,.,a a a kines@b .%mor: prepart|a=to prepart|a=to prepart|a=to bab|kines .,%mor:
1310,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,390,.,a los chiquitines .%mor: prepart|a=to det:art|el&m-PL=the n|chiquitín&m-PL=infant .,%mor:
1311,020100.cha,spa,Linaza,PAD,.,.,.,.,Father,.,.,392,.,el león grande se comía a los chiquitines .%mor: det:art|el&m&SG=the n|león&m=lion adj|grande=big pro:refl|se=itself v|come-13S&PAS=eat prepart|a=to det:art|el&m-PL=the n|chiquitín&m-PL=infant .,%mor:
