original_order,file,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,pre/post,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes,
2576,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1403,v|juga-1p&pres&pret=play,cuando se va la miss@s:e vamos al salón aquí y digo no es éste y luego ya ya ya jugamos con este .%mor: conj|cuando=when pro:refl|se=itself v|i-3S&PRES=go det:art|el&f&SG=the L2|miss v|i-1P&PRES=go aprep|a~det:art|el&m=to n|salón&m=hall adv|aquí=here coord|y=and v|deci-1S&PRES=say adv|no=no cop|se-3S&PRES=be pro:dem|éste=this_one coord|y=and adv|luego=afterwards adv|ya=already adv|ya=already adv|ya=already v|juga-1P&PRES&PRET=play prep|con=with det:dem|este=this .,%svd:,jugar,0,,1,1,p,pres,switch?,switch?,,,
2577,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1411,?,los deja la miss@s:e jugar con éstos ?%mor: det:art|el&m-PL=the v|deja-3S&PRES=leave det:art|el&f&SG=the L2|miss inf|juga-INF=play prep|con=with pro:dem|éste-m-PL=this_one ?,%mor:,0,,,,0,0,0,,,,,
2578,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1411,v|deja-3s&pres=leave,los deja la miss@s:e jugar con éstos ?%mor: det:art|el&m-PL=the v|deja-3S&PRES=leave det:art|el&f&SG=the L2|miss inf|juga-INF=play prep|con=with pro:dem|éste-m-PL=this_one ?,%svd:,dejar,DP-def,,1,3,s,pres,,,,,
2579,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1414,.,&mjm .,%mor:,0,,,,0,0,0,,,,,
2580,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1415,?,y si recogen ?%mor: coord|y=and conj|si=if v|recoge-3P&PRES=gather ?,%mor:,0,,,,0,0,0,,,,,
2581,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1415,v|recoge-3p&pres=gather,y si recogen ?%mor: coord|y=and conj|si=if v|recoge-3P&PRES=gather ?,%svd:,recoger,0,,1,usted,p,pres,,,,,
2582,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1417,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
2583,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1418,?,te acuerdas antes que estabas aquí en tu salón que te ponían el colchoncito ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind adv|antes=before prep|que=than cop|esta-2S&PAS=be adv|aquí=here prep|en=in det:poss|tu=your n|salón&m=hall pro:rel|que=that pro:obj|te=you v|pone-3P&PAS=put det:art|el&m&SG=the n|colchón&m-DIM=mattress ?,%mor:,0,,,,0,0,0,,,,,
2584,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1418,v|acorda-2s&pres=remind,te acuerdas antes que estabas aquí en tu salón que te ponían el colchoncito ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind adv|antes=before prep|que=than cop|esta-2S&PAS=be adv|aquí=here prep|en=in det:poss|tu=your n|salón&m=hall pro:rel|que=that pro:obj|te=you v|pone-3P&PAS=put det:art|el&m&SG=the n|colchón&m-DIM=mattress ?,%svd:,acordar,0,,1,2,s,pres,,,,,
2585,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1418,cop|esta-2s&pas=be,te acuerdas antes que estabas aquí en tu salón que te ponían el colchoncito ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind adv|antes=before prep|que=than cop|esta-2S&PAS=be adv|aquí=here prep|en=in det:poss|tu=your n|salón&m=hall pro:rel|que=that pro:obj|te=you v|pone-3P&PAS=put det:art|el&m&SG=the n|colchón&m-DIM=mattress ?,%svd:,estar,0,,1,2,s,pas,same,same,,,
2586,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1418,v|pone-3p&pas=put,te acuerdas antes que estabas aquí en tu salón que te ponían el colchoncito ?%mor: pro:obj|te=you v|acorda-2S&PRES=remind adv|antes=before prep|que=than cop|esta-2S&PAS=be adv|aquí=here prep|en=in det:poss|tu=your n|salón&m=hall pro:rel|que=that pro:obj|te=you v|pone-3P&PAS=put det:art|el&m&SG=the n|colchón&m-DIM=mattress ?,%svd:,poner,na,na,na,na,na,na,na,na,na,generic,
2587,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1424,?,para que te acostaras ?%mor: prep|para=for pro:rel|que=that pro:obj|te=you v|acosta-2S&SUB&PAS=put_to_bet ?,%mor:,0,,,,0,0,0,,,,,
2588,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1424,v|acosta-2s&sub&pas=put_to_bet,para que te acostaras ?%mor: prep|para=for pro:rel|que=that pro:obj|te=you v|acosta-2S&SUB&PAS=put_to_bet ?,%svd:,acostar,0,,1,2,s,pas,,switch,,,
2589,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1427,.,ahí mira ya está bailando Fer .%mor: adv|ahí=there co|mira=look adv|ya=already cop|esta-3S&PRES=be part|baila-PROG=dance n:prop|Fer .,%mor:,0,,,,0,0,0,,,,,
2590,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1427,cop|esta-3s&pres=be,ahí mira ya está bailando Fer .%mor: adv|ahí=there co|mira=look adv|ya=already cop|esta-3S&PRES=be part|baila-PROG=dance n:prop|Fer .,%svd:,estar,proper,,1,3,s,pres,,,,,
2591,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1430,.,&hmm .,%mor:,0,,,,0,0,0,,,,,
2592,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1431,?,quieres ver ?%mor: v|quere-2S&PRES=want inf|ve-INF=see ?,%mor:,0,,,,0,0,0,,,,,
2593,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1431,v|quere-2s&pres=want,quieres ver ?%mor: v|quere-2S&PRES=want inf|ve-INF=see ?,%svd:,querer,0,,1,2,s,pres,,,,,
2594,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1433,.,no ahorita .%mor: adv|no=no adv|ahora-DIM=now .,%mor:,0,,,,0,0,0,,,,,
2595,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1436,.,mañana la vamos a grabar a Fer y a ti .%mor: adv|mañana=tomorrow pro:obj|la&f=she v|i-1P&PRES=go aprep|a=to inf|graba-INF=engrave aprep|a=to n:prop|Fer coord|y=and aprep|a=to pro:prep|ti=you .,%mor:,0,,,,0,0,0,,,,,
2596,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1436,v|i-1p&pres=go,mañana la vamos a grabar a Fer y a ti .%mor: adv|mañana=tomorrow pro:obj|la&f=she v|i-1P&PRES=go aprep|a=to inf|graba-INF=engrave aprep|a=to n:prop|Fer coord|y=and aprep|a=to pro:prep|ti=you .,%svd:,ir,0,,1,1,p,pres,,,,,
2597,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1440,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
2598,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1441,.,y los &s &spa nosta [: nuestra] familia los tienen que ve(r) .%mor: coord|y=and det:art|el&m-PL=the pro:poss|nuestro-f=ours n|familia&f=family det:art|el&m-PL=the v|tene-3P&PRES=have prep|que=than inf|ve-INF=see .,%mor:,0,,,,0,0,0,,,,,
2599,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1441,v|tene-3p&pres=have,y los &s &spa nosta [: nuestra] familia los tienen que ve(r) .%mor: coord|y=and det:art|el&m-PL=the pro:poss|nuestro-f=ours n|familia&f=family det:art|el&m-PL=the v|tene-3P&PRES=have prep|que=than inf|ve-INF=see .,%svd:,tener,na,na,na,na,na,na,na,na,na,generic,
2600,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1445,.,sí y va a ir tu abuelita Elenita .%mor: co|sí=yes coord|y=and v|i-3S&PRES=go aprep|a=to v|ir=go det:poss|tu=your n|abuelo&f-DIM=grandparent n:prop|Elenita .,%mor:,0,,,,0,0,0,,,,,
2601,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1445,v|i-3s&pres=go,sí y va a ir tu abuelita Elenita .%mor: co|sí=yes coord|y=and v|i-3S&PRES=go aprep|a=to v|ir=go det:poss|tu=your n|abuelo&f-DIM=grandparent n:prop|Elenita .,%svd:,ir,proper,,1,3,s,pres,,,,,
2602,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1448,.,mi mi mi tío .%mor: det:poss|mi=my det:poss|mi=my det:poss|mi=my n|tío-m=uncle .,%mor:,0,,,,0,0,0,,,,,
2603,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1450,.,&ajáa .,%mor:,0,,,,0,0,0,,,,,
2604,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1451,+/.,&mn Adán &m +/.%mor: n:prop|Adán +/.,%mor:,0,,,,0,0,0,,,,,
2605,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1453,.,&a .,%mor:,0,,,,0,0,0,,,,,
2606,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1454,.,"+, mi primo Tomas .%mor: det:poss|mi=my adj|primo-m=great n:prop|Tomas .",%mor:,0,,,,0,0,0,,,,,
2607,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1456,.,también te va a ir a ver Tomas .%mor: adv|también=also pro:obj|te=you v|i-3S&PRES=go aprep|a=to v|ir=go aprep|a=to inf|ve-INF=see n:prop|Tomas .,%mor:,0,,,,0,0,0,,,,,
2608,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1456,v|i-3s&pres=go,también te va a ir a ver Tomas .%mor: adv|también=also pro:obj|te=you v|i-3S&PRES=go aprep|a=to v|ir=go aprep|a=to inf|ve-INF=see n:prop|Tomas .,%svd:,ir,proper,,1,3,s,pres,,,,,
2609,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1459,.,también va a ir esta Blanca .%mor: adv|también=also v|i-3S&PRES=go aprep|a=to v|ir=go det:dem|este-f=this n:prop|Blanca .,%mor:,0,,,,0,0,0,,,,,
2610,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1459,v|i-3s&pres=go,también va a ir esta Blanca .%mor: adv|también=also v|i-3S&PRES=go aprep|a=to v|ir=go det:dem|este-f=this n:prop|Blanca .,%svd:,ir,proper,,1,3,s,pres,,switch,,,
2611,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1462,.,Olín .%mor: n:prop|Olín .,%mor:,0,,,,0,0,0,,,,,
2612,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1464,.,Olín .%mor: n:prop|Olín .,%mor:,0,,,,0,0,0,,,,,
2613,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1466,.,&oi sí que ya está esta escuela .%mor: co|sí=yes pro:rel|que=that adv|ya=already cop|esta-3S&PRES=be det:dem|este-f=this n|escuela&f=school .,%mor:,0,,,,0,0,0,,,,,
2614,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1466,cop|esta-3s&pres=be,&oi sí que ya está esta escuela .%mor: co|sí=yes pro:rel|que=that adv|ya=already cop|esta-3S&PRES=be det:dem|este-f=this n|escuela&f=school .,%svd:,estar,DP-def,,0,3,s,pres,,,,,
2615,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1469,.,va a bailar Olín .%mor: v|i-3S&PRES=go aprep|a=to inf|baila-INF=dance n:prop|Olín .,%mor:,0,,,,0,0,0,,,,,
2616,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1469,v|i-3s&pres=go,va a bailar Olín .%mor: v|i-3S&PRES=go aprep|a=to inf|baila-INF=dance n:prop|Olín .,%svd:,ir,proper,,1,3,s,pres,,,,,
2617,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1471,?,mamá me prestas tantito ése ?%mor: n|mamá&f=mommy pro:obj|me=me v|presta-2S&PRES=lend adj|tanto-DIM=so_much pro:dem|ése=that_one ?,%mor:,0,,,,0,0,0,,,,,
2618,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1471,v|presta-2s&pres=lend,mamá me prestas tantito ése ?%mor: n|mamá&f=mommy pro:obj|me=me v|presta-2S&PRES=lend adj|tanto-DIM=so_much pro:dem|ése=that_one ?,%svd:,prestar,0,,1,2,s,pres,,,,,
2619,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1474,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
2620,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1475,.,éste mi(r)a éste .%mor: pro:dem|éste=this_one imp|mira-2S&IMP=look pro:dem|éste=this_one .,%mor:,0,,,,0,0,0,,,,,
2621,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1477,?,sí ?%mor: co|sí=yes ?,%mor:,0,,,,0,0,0,,,,,
2622,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1479,?,ahorita te lo da &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you pro:obj|lo&m=him v|da-3S&PRES=give ?,%mor:,0,,,,0,0,0,,,,,
2623,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1479,v|da-3s&pres=give,ahorita te lo da &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you pro:obj|lo&m=him v|da-3S&PRES=give ?,%svd:,dar,0,,1,3,s,pres,,,,morphological error?,
2624,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1482,.,&mhm .,%mor:,0,,,,0,0,0,,,,,
2625,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1483,?,aho(r)ita te plesto [: presto] mi cinta &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you v|presta-1S&PRES=lend det:poss|mi=my n|cinta&f=ribbon ?,%mor:,0,,,,0,0,0,,,,,
2626,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1483,v|presta-1s&pres=lend,aho(r)ita te plesto [: presto] mi cinta &ajá ?%mor: adv|ahora-DIM=now pro:obj|te=you v|presta-1S&PRES=lend det:poss|mi=my n|cinta&f=ribbon ?,%svd:,prestar,0,,1,1,s,pres,,,,,
2627,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1486,.,sí .%mor: co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
2628,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1488,.,ése me &acom &c ah me falta dos .%mor: pro:dem|ése=that_one pro:obj|me=me co|ah pro:obj|me=me v|falta-3S&PRES=be_lacking det:num|dos=two .,%mor:,0,,,,0,0,0,,,,,
2629,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1488,v|falta-3s&pres=be_lacking,ése me &acom &c ah me falta dos .%mor: pro:dem|ése=that_one pro:obj|me=me co|ah pro:obj|me=me v|falta-3S&PRES=be_lacking det:num|dos=two .,%svd:,faltar,DP-indef?,,0,3,s,pres,,,,,
2630,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1491,.,yo no sé este xx .%mor: pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know det:dem|este=this .,%mor:,0,,,,0,0,0,,,,,
2631,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1491,v|sabe-1s&pres=know,yo no sé este xx .%mor: pro:sub|yo=I adv|no=no v|sabe-1S&PRES=know det:dem|este=this .,%svd:,saber,1,,1,1,s,pres,,switch?,,,
2632,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1493,.,+< tienes que empezar por acá .%mor: v|tene-2S&PRES=have pro:rel|que=that inf|empeza-INF=begin prep|por=for adv|acá=there .,%mor:,0,,,,0,0,0,,,,,
2633,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1493,v|tene-2s&pres=have,+< tienes que empezar por acá .%mor: v|tene-2S&PRES=have pro:rel|que=that inf|empeza-INF=begin prep|por=for adv|acá=there .,%svd:,tener,0,,1,2,s,pres,,,,,
2634,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1496,+...,yo hacía que le caracol porque +...%mor: pro:sub|yo=I v|hace-13S&PAS=do pro:rel|que=that pro:ind|le=him n|caracol&m=snail conj|porque=because +...,%mor:,0,,,,0,0,0,,,,,
2635,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1496,v|hace-13s&pas=do,yo hacía que le caracol porque +...%mor: pro:sub|yo=I v|hace-13S&PAS=do pro:rel|que=that pro:ind|le=him n|caracol&m=snail conj|porque=because +...,%svd:,hacer,1,,1,1,s,pas,,,,,
2636,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1499,?,el caracol ?%mor: det:art|el&m&SG=the n|caracol&m=snail ?,%mor:,0,,,,0,0,0,,,,,
2637,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1501,.,ya xxx caracol .%mor: adv|ya=already n|caracol&m=snail .,%mor:,0,,,,0,0,0,,,,,
2638,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1503,.,&ay se cayó .%mor: pro:refl|se=itself v|cae-3S&PRET=fall .,%mor:,0,,,,0,0,0,,,,,
2639,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1503,v|cae-3s&pret=fall,&ay se cayó .%mor: pro:refl|se=itself v|cae-3S&PRET=fall .,%svd:,caer,0,,0,3,s,pret,,,,,
2640,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1505,?,cómo eda [: era] ?%mor: pro:int|cómo=how cop|se-13S&PAS=be ?,%mor:,0,,,,0,0,0,,,,,
2641,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1505,cop|se-13s&pas=be,cómo eda [: era] ?%mor: pro:int|cómo=how cop|se-13S&PAS=be ?,%svd:,ser,0,,0,3,s,pas,,,,,
2642,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1507,.,así (..) así .%mor: adv|así=thus adv|así=thus .,%mor:,0,,,,0,0,0,,,,,
2643,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1509,?,ya no te acuerdas ?%mor: adv|ya=already adv|no=no pro:obj|te=you v|acorda-2S&PRES=remind ?,%mor:,0,,,,0,0,0,,,,,
2644,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1509,v|acorda-2s&pres=remind,ya no te acuerdas ?%mor: adv|ya=already adv|no=no pro:obj|te=you v|acorda-2S&PRES=remind ?,%svd:,acordar,0,,1,2,s,pres,,,,,
2645,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1511,.,yo me cojo el caracol .%mor: pro:sub|yo=I pro:obj|me=me v|coge-1S&PRES=take det:art|el&m&SG=the n|caracol&m=snail .,%mor:,0,,,,0,0,0,,,,,
2646,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1511,v|coge-1s&pres=take,yo me cojo el caracol .%mor: pro:sub|yo=I pro:obj|me=me v|coge-1S&PRES=take det:art|el&m&SG=the n|caracol&m=snail .,%svd:,coger,1,,1,1,s,pres,,,,,
2647,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1514,?,tú cuál escoges ?%mor: pro:sub|tú=you pro:int|cuál=which v|escoge-2S&PRES=select ?,%mor:,0,,,,0,0,0,,,,,
2648,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1514,v|escoge-2s&pres=select,tú cuál escoges ?%mor: pro:sub|tú=you pro:int|cuál=which v|escoge-2S&PRES=select ?,%svd:,escoger,1,,1,2,s,pres,,switch,,,
2649,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1516,.,el oso .%mor: det:art|el&m&SG=the n|oso-m=bear .,%mor:,0,,,,0,0,0,,,,,
2650,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1518,.,bueno .%mor: co|bueno=good .,%mor:,0,,,,0,0,0,,,,,
2651,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1520,.,&ah pero no tiene éste .%mor: conj|pero=but adv|no=no v|tene-3S&PRES=have pro:dem|éste=this_one .,%mor:,0,,,,0,0,0,,,,,
2652,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4;10,.,Target_Child,.,.,1520,v|tene-3s&pres=have,&ah pero no tiene éste .%mor: conj|pero=but adv|no=no v|tene-3S&PRES=have pro:dem|éste=this_one .,%svd:,tener,0,,1,3,s,pres,,,,,
2653,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1522,.,xx éste mamá .%mor: pro:dem|éste=this_one n|mamá&f=mommy .,%mor:,0,,,,0,0,0,,,,,
2654,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1524,?,el el elefante ?%mor: det:art|el&m&SG=the det:art|el&m&SG=the n|elefante&m=elephant ?,%mor:,0,,,,0,0,0,,,,,
2655,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1526,.,&mjm porque es tanto xxx .%mor: conj|porque=because cop|se-3S&PRES=be adj|tanto-m=so_much .,%mor:,0,,,,0,0,0,,,,,
2656,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1526,cop|se-3s&pres=be,&mjm porque es tanto xxx .%mor: conj|porque=because cop|se-3S&PRES=be adj|tanto-m=so_much .,%svd:,ser,0,,0?,3,s,pres,,,,,
2657,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1528,.,éste tampoco .%mor: pro:dem|éste=this_one adv|tampoco=neither .,%mor:,0,,,,0,0,0,,,,,
2658,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1530,?,&m xx un relajo verdad ?%mor: det:art|un&m=one n|relajo&m=relaxation co|verdad=right ?,%mor:,0,,,,0,0,0,,,,,
2659,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1533,?,ya ?%mor: adv|ya=already ?,%mor:,0,,,,0,0,0,,,,,
2660,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1535,.,ya .%mor: adv|ya=already .,%mor:,0,,,,0,0,0,,,,,
2661,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1537,.,ay sí .%mor: co|ay=ay co|sí=yes .,%mor:,0,,,,0,0,0,,,,,
2662,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1539,?,tú no echas relajo ?%mor: pro:sub|tú=you adv|no=no v|echa-2S&PRES=throw v|relaja-1S&PRES=relax ?,%mor:,0,,,,0,0,0,,,,,
2663,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1539,v|echa-2s&pres=throw,tú no echas relajo ?%mor: pro:sub|tú=you adv|no=no v|echa-2S&PRES=throw v|relaja-1S&PRES=relax ?,%svd:,echar,1,,1,2,s,pres,,,,,
2664,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1539,v|relaja-1s&pres=relax,tú no echas relajo ?%mor: pro:sub|tú=you adv|no=no v|echa-2S&PRES=throw v|relaja-1S&PRES=relax ?,%svd:,relajar,na,na,na,na,na,na,na,na,na,tag error,
2665,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,CHI,.,.,4:10,.,Target_Child,.,.,1542,.,&mm .,%mor:,0,,,,0,0,0,,,,,
2666,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1543,?,+< no ?%mor: adv|no=no ?,%mor:,0,,,,0,0,0,,,,,
2667,SLV-2008-06-20-MV-tagged.cha,spa,CHILEMEX,MOT,.,.,.,.,Mother,.,.,1545,?,no les gritas a los niños ?%mor: adv|no=no pro:ind|le-PL=them v|grita-2S&PRES=shout aprep|a=to det:art|el&m-PL=the n|niño-m-PL=child ?,%mor:,0,,,,0,0,0,,,,,
