original_order,file,filetype,language,corpus,participant,.,sex,.,.,role,.,name,line,token,environment,tier,stem,nullovert,animacy,person,number,tma,reference_utt,reference_turn,embedding,notes
3493,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,359,cop|se-3s&pres=be,pero vo(s) sos +/.%mor: conj|pero=but pro:obj|vos=you cop|se-3S&PRES=be +/.,%mor:,0,,,0,0,0,,,,
3493,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,359,cop|se-3s&pres=be,pero vo(s) sos +/.%mor: conj|pero=but pro:obj|vos=you cop|se-3S&PRES=be +/.,%svd:,ser,1,1,2,s,pres,,,,
3494,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,361,.,vení .%mor: imp|veni-2S&IMP=come .,%mor:,0,,,0,0,0,,,,
3495,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,363,.,vo(s) sos la que estás acá .%mor: pro:obj|vos=you cop|se-3S&PRES=be det:art|el&f&SG=the pro:rel|que=that cop|esta-2S&PRES=be adv|acá=there .,%mor:,0,,,0,0,0,,,,
3496,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,363,cop|se-3s&pres=be,vo(s) sos la que estás acá .%mor: pro:obj|vos=you cop|se-3S&PRES=be det:art|el&f&SG=the pro:rel|que=that cop|esta-2S&PRES=be adv|acá=there .,%svd:,ser,1,1,2,s,pres,,,,
3497,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,363,cop|esta-2s&pres=be,vo(s) sos la que estás acá .%mor: pro:obj|vos=you cop|se-3S&PRES=be det:art|el&f&SG=the pro:rel|que=that cop|esta-2S&PRES=be adv|acá=there .,%svd:,estar,na,na,na,na,na,na,na,relative clause,
3498,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,366,.,"&eh, mirá .%mor: cm|cm co|mirá .",%mor:,0,,,0,0,0,,,,
3499,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,368,.,vo(s) sabés todo .%mor: pro:obj|vos=you v|sabe-2S&PRES=know pro:indef|todo-m=all .,%mor:,0,,,0,0,0,,,,
3500,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,368,v|sabe-2s&pres=know,vo(s) sabés todo .%mor: pro:obj|vos=you v|sabe-2S&PRES=know pro:indef|todo-m=all .,%svd:,saber,1,1,2,s,pres,,,,
3501,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,370,.,mira .%mor: co|mira=look .,%mor:,0,,,0,0,0,,,,
3502,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,374,!,&ah !,%mor:,0,,,0,0,0,,,,
3503,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,375,.,&ay qué mala .%mor: pro:int|qué=what adj|malo-f=bad .,%mor:,0,,,0,0,0,,,,
3504,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,377,.,otra vez tengo que armarlo .%mor: det:indef|otro-f=other n|vez&f=turn v|tene-1S&PRES=have pro:rel|que=that inf|arma-INF~pro:clit|OBJ&m=arm .,%mor:,0,,,0,0,0,,,,
3505,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,377,v|tene-1s&pres=have,otra vez tengo que armarlo .%mor: det:indef|otro-f=other n|vez&f=turn v|tene-1S&PRES=have pro:rel|que=that inf|arma-INF~pro:clit|OBJ&m=arm .,%svd:,tener,0,1,1,s,pres,,,,
3506,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,380,.,&oh &oh &eh &eh dale .%mor: imp|da-2S&IMP~pro:clit|3S=give .,%mor:,0,,,0,0,0,,,,
3507,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,382,?,qué hiciste Alexandra ?%mor: pro:int|qué=what v|hace-2S&PRET=do n:prop|Alexandra ?,%mor:,0,,,0,0,0,,,,
3508,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,382,v|hace-2s&pret=do,qué hiciste Alexandra ?%mor: pro:int|qué=what v|hace-2S&PRET=do n:prop|Alexandra ?,%svd:,hacer,0,1,2,s,pret,,,,
3509,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,384,.,yo no hice nada .%mor: pro:sub|yo=I adv|no=no v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%mor:,0,,,0,0,0,,,,
3510,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,384,v|hace-1s&pret=do,yo no hice nada .%mor: pro:sub|yo=I adv|no=no v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,hacer,1,1,1,s,pret,,,,
3511,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,384,v|nada-3s&pres=swim,yo no hice nada .%mor: pro:sub|yo=I adv|no=no v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,nadar,na,na,na,na,na,na,na,,tag error
3512,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,386,.,"fuiste vos, hiciste cagada &ga .%mor: v|i-2S&PRET=go pro:obj|vos=you cm|cm v|hace-2S&PRET=do part|caga-PPART-f=defecate .",%mor:,0,,,0,0,0,,,,
3513,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,386,v|i-2s&pret=go,"fuiste vos, hiciste cagada &ga .%mor: v|i-2S&PRET=go pro:obj|vos=you cm|cm v|hace-2S&PRET=do part|caga-PPART-f=defecate .",%svd:,ir,1,1,2,s,pret,,,,
3514,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,386,v|hace-2s&pret=do,"fuiste vos, hiciste cagada &ga .%mor: v|i-2S&PRET=go pro:obj|vos=you cm|cm v|hace-2S&PRET=do part|caga-PPART-f=defecate .",%svd:,hacer,0,1,2,s,pret,same,same,,
3515,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,389,.,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%mor:,0,,,0,0,0,,,,
3516,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,389,v|hace-1s&pret=do,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,hacer,1,1,1,s,pret,,,,
3517,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,389,v|nada-3s&pres=swim,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,nadar,na,na,na,na,na,na,na,,tag error
3518,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,392,.,"sí, no hici(s)te nada, exactamente .%mor: co|sí=yes cm|cm co|no=no v|hace-2S&PRET=do v|nada-3S&PRES=swim cm|cm adv:adj|exacto-ADV=exact .",%mor:,0,,,0,0,0,,,,
3519,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,392,v|hace-2s&pret=do,"sí, no hici(s)te nada, exactamente .%mor: co|sí=yes cm|cm co|no=no v|hace-2S&PRET=do v|nada-3S&PRES=swim cm|cm adv:adj|exacto-ADV=exact .",%svd:,hacer,0,1,2,s,pret,,,,
3520,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,392,v|nada-3s&pres=swim,"sí, no hici(s)te nada, exactamente .%mor: co|sí=yes cm|cm co|no=no v|hace-2S&PRET=do v|nada-3S&PRES=swim cm|cm adv:adj|exacto-ADV=exact .",%svd:,nadar,na,na,na,na,na,na,na,,tag error
3521,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,395,.,ahora sí .%mor: adv|ahora=now co|sí=yes .,%mor:,0,,,0,0,0,,,,
3522,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,397,.,no .%mor: adv|no=no .,%mor:,0,,,0,0,0,,,,
3523,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,399,.,mira .%mor: co|mira=look .,%mor:,0,,,0,0,0,,,,
3524,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,401,.,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%mor:,0,,,0,0,0,,,,
3525,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,401,v|hace-1s&pret=do,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,hacer,1,1,1,s,pret,,,,
3526,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,401,v|nada-3s&pres=swim,yo ni siquiera hice nada .%mor: pro:sub|yo=I coord|ni=nor conj|siquiera=although v|hace-1S&PRET=do v|nada-3S&PRES=swim .,%svd:,nadar,na,na,na,na,na,na,na,,tag error
3527,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,404,.,y por eso tené(s) que veni(r) a ayudarme .%mor: coord|y=and prep|por=for pro:dem|eso=that_one v|tene-2S&PRES=have pro:rel|que=that inf|veni-INF=come aprep|a=to inf|ayuda-INF~pro:clit|1S=help .,%mor:,0,,,0,0,0,,,,
3528,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,404,v|tene-2s&pres=have,y por eso tené(s) que veni(r) a ayudarme .%mor: coord|y=and prep|por=for pro:dem|eso=that_one v|tene-2S&PRES=have pro:rel|que=that inf|veni-INF=come aprep|a=to inf|ayuda-INF~pro:clit|1S=help .,%svd:,tener,0,1,2,s,pres,,,,
3529,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,408,.,&uh &owa .,%mor:,0,,,0,0,0,,,,
3530,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,409,.,&owe@si &owe@si .,%mor:,0,,,0,0,0,,,,
3531,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,410,.,+< &owe@si &owe@si .,%mor:,0,,,0,0,0,,,,
3532,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,411,.,&ekeyu@si &eina@si .,%mor:,0,,,0,0,0,,,,
3533,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,412,.,también Sabrina tenía pececitos .%mor: adv|también=also n:prop|Sabrina v|tene-13S&PAS=have n|pez&m-DIM-PL=fish .,%mor:,0,,,0,0,0,,,,
3534,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,412,v|tene-13s&pas=have,también Sabrina tenía pececitos .%mor: adv|también=also n:prop|Sabrina v|tene-13S&PAS=have n|pez&m-DIM-PL=fish .,%svd:,tener,proper,1,3,s,pas,,,,
3535,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,415,.,ahí (es)tá el xxx .%mor: adv|ahí=there cop|esta-3S&PRES=be det:art|el&m&SG=the .,%mor:,0,,,0,0,0,,,,
3536,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,415,cop|esta-3s&pres=be,ahí (es)tá el xxx .%mor: adv|ahí=there cop|esta-3S&PRES=be det:art|el&m&SG=the .,%svd:,estar,DP-def,0,3,s,pres,,,,
3537,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,417,.,un pececito tenía .%mor: det:art|un&m=one n|pez&m-DIM=fish v|tene-13S&PAS=have .,%mor:,0,,,0,0,0,,,,
3538,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,417,v|tene-13s&pas=have,un pececito tenía .%mor: det:art|un&m=one n|pez&m-DIM=fish v|tene-13S&PAS=have .,%svd:,tener,0,1,3,s,pas,,,,
3539,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,419,.,"mira, bebé .%mor: co|mira=look cm|cm n|bebé&m=baby .",%mor:,0,,,0,0,0,,,,
3540,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,421,.,ya cojo el pececito .%mor: adv|ya=already v|coge-1S&PRES=take det:art|el&m&SG=the n|pez&m-DIM=fish .,%mor:,0,,,0,0,0,,,,
3541,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,421,v|coge-1s&pres=take,ya cojo el pececito .%mor: adv|ya=already v|coge-1S&PRES=take det:art|el&m&SG=the n|pez&m-DIM=fish .,%svd:,coger,0,1,1,s,pres,,switch,,
3542,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,424,.,"otro pececito, otro pececito .%mor: pro:indef|otro-m=other n|pez&m-DIM=fish cm|cm pro:indef|otro-m=other n|pez&m-DIM=fish .",%mor:,0,,,0,0,0,,,,
3543,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,427,.,otro pececito y otro pececito .%mor: pro:indef|otro-m=other n|pez&m-DIM=fish coord|y=and pro:indef|otro-m=other n|pez&m-DIM=fish .,%mor:,0,,,0,0,0,,,,
3544,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,430,.,mina [: mira] .%mor: co|mira=look .,%mor:,0,,,0,0,0,,,,
3545,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,432,.,patito &cuac &cuac .%mor: n|pati&m-DIM=patty^n|pato&m-DIM=duck .,%mor:,0,,,0,0,0,,,,
3546,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,436,.,"&ay, cuántos peces .%mor: cm|cm pro:int|cuánto-m-PL=how_much n|pez&m-PL=fish .",%mor:,0,,,0,0,0,,,,
3547,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,438,?,"pero e(s)to se puede romper, &eh ?%mor: conj|pero=but pro:dem|esto=this_one pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break cm|cm ?",%mor:,0,,,0,0,0,,,,
3548,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,438,v|pode-3s&pres=can,"pero e(s)to se puede romper, &eh ?%mor: conj|pero=but pro:dem|esto=this_one pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break cm|cm ?",%svd:,poder,DP-dem,0,3,s,pres,,,,
3549,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,441,.,no lo hagas así .%mor: adv|no=no pro:obj|lo&m=him v|hace-2S&SUB&PRES=do adv|así=thus .,%mor:,0,,,0,0,0,,,,
3550,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,441,v|hace-2s&sub&pres=do,no lo hagas así .%mor: adv|no=no pro:obj|lo&m=him v|hace-2S&SUB&PRES=do adv|así=thus .,%svd:,hacer,na,na,na,na,na,na,na,imperative,
3551,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,443,.,no lo hagas así que se puede romper .%mor: adv|no=no pro:obj|lo&m=him v|hace-2S&SUB&PRES=do adv|así=thus pro:rel|que=that pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break .,%mor:,0,,,0,0,0,,,,
3552,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,443,v|hace-2s&sub&pres=do,no lo hagas así que se puede romper .%mor: adv|no=no pro:obj|lo&m=him v|hace-2S&SUB&PRES=do adv|así=thus pro:rel|que=that pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break .,%svd:,hacer,na,na,na,na,na,na,na,imperative,
3553,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,443,v|pode-3s&pres=can,no lo hagas así que se puede romper .%mor: adv|no=no pro:obj|lo&m=him v|hace-2S&SUB&PRES=do adv|así=thus pro:rel|que=that pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break .,%svd:,poder,0,0,3,s,pres,,,,
3554,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,447,.,"pero la &sa, Sabrina dijo que no importa .%mor: conj|pero=but pro:obj|la&f=she cm|cm n:prop|Sabrina v|deci-3S&PRET=say prep|que=than adv|no=no v|importa-3S&PRES=matter .",%mor:,0,,,0,0,0,,,,
3555,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,447,v|deci-3s&pret=say,"pero la &sa, Sabrina dijo que no importa .%mor: conj|pero=but pro:obj|la&f=she cm|cm n:prop|Sabrina v|deci-3S&PRET=say prep|que=than adv|no=no v|importa-3S&PRES=matter .",%svd:,decir,proper,1,3,s,pret,,,,
3556,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,447,v|importa-3s&pres=matter,"pero la &sa, Sabrina dijo que no importa .%mor: conj|pero=but pro:obj|la&f=she cm|cm n:prop|Sabrina v|deci-3S&PRET=say prep|que=than adv|no=no v|importa-3S&PRES=matter .",%svd:,importar,0,0,3,s,pres,,,,
3557,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,451,.,"no, pero se puede romper .%mor: co|no=no cm|cm conj|pero=but pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break .",%mor:,0,,,0,0,0,,,,
3558,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,451,v|pode-3s&pres=can,"no, pero se puede romper .%mor: co|no=no cm|cm conj|pero=but pro:refl|se=itself v|pode-3S&PRES=can inf|rompe-INF=break .",%svd:,poder,0,0,3,s,pres,,,,
3559,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,454,.,hay que cuidar la(s) cosas .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|cuida-INF=take_care det:art|el&f-PL=the n|cosa&f-PL=thing .,%mor:,0,,,0,0,0,,,,
3560,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,454,v|habe-3s&pres&spec=have,hay que cuidar la(s) cosas .%mor: v|habe-3S&PRES&SPEC=have pro:rel|que=that inf|cuida-INF=take_care det:art|el&f-PL=the n|cosa&f-PL=thing .,%svd:,haber,na,na,na,na,na,na,na,na,exclude
3561,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,457,cop|se-3p&pres=be,e(s)tos son de los +/.%mor: det:dem|este-m-PL=this cop|se-3P&PRES=be prep|de=of det:art|el&m-PL=the +/.,%mor:,0,,,0,0,0,,,,
3561,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,457,cop|se-3p&pres=be,e(s)tos son de los +/.%mor: det:dem|este-m-PL=this cop|se-3P&PRES=be prep|de=of det:art|el&m-PL=the +/.,%svd:,ser,DP-dem,0,3,p,pres,,,,
3562,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,460,?,cuántos peces hay ?%mor: pro:int|cuánto-m-PL=how_much n|pez&m-PL=fish v|habe-3S&PRES&SPEC=have ?,%mor:,0,,,0,0,0,,,,
3563,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,460,v|habe-3s&pres&spec=have,cuántos peces hay ?%mor: pro:int|cuánto-m-PL=how_much n|pez&m-PL=fish v|habe-3S&PRES&SPEC=have ?,%svd:,haber,na,na,na,na,na,na,na,na,exclude
3564,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,463,.,van habe(r) muchos .%mor: v|i-3P&PRES=go inf|habe-INF=have pro:indef|mucho-m-PL=many .,%mor:,0,,,0,0,0,,,,
3565,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,463,v|i-3p&pres=go,van habe(r) muchos .%mor: v|i-3P&PRES=go inf|habe-INF=have pro:indef|mucho-m-PL=many .,%svd:,ir,na,na,na,na,na,na,na,na,exclude
3566,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,465,?,"no, cuánto(s) hay ?%mor: co|no=no cm|cm det:indef|cuánto-m-PL=how_much v|habe-3S&PRES&SPEC=have ?",%mor:,0,,,0,0,0,,,,
3567,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,465,v|habe-3s&pres&spec=have,"no, cuánto(s) hay ?%mor: co|no=no cm|cm det:indef|cuánto-m-PL=how_much v|habe-3S&PRES&SPEC=have ?",%svd:,haber,na,na,na,na,na,na,na,na,exclude
3568,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,468,?,cuánto(s) ?%mor: pro:int|cuánto-m-PL=how_much ?,%mor:,0,,,0,0,0,,,,
3569,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,470,.,contalos .%mor: imp|conta-2S&IMP~pro:clit|OBJ&m&PL=count_tell .,%mor:,0,,,0,0,0,,,,
3570,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,472,.,xxx .,%mor:,0,,,0,0,0,,,,
3571,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,473,?,hay más ?%mor: v|habe-3S&PRES&SPEC=have adv|más=more ?,%mor:,0,,,0,0,0,,,,
3572,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,473,v|habe-3s&pres&spec=have,hay más ?%mor: v|habe-3S&PRES&SPEC=have adv|más=more ?,%svd:,haber,na,na,na,na,na,na,na,na,exclude
3573,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,475,?,cuánto(s) peces hay ?%mor: pro:int|cuánto-m-PL=how_much n|pez&m-PL=fish v|habe-3S&PRES&SPEC=have ?,%mor:,0,,,0,0,0,,,,
3574,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,475,v|habe-3s&pres&spec=have,cuánto(s) peces hay ?%mor: pro:int|cuánto-m-PL=how_much n|pez&m-PL=fish v|habe-3S&PRES&SPEC=have ?,%svd:,haber,na,na,na,na,na,na,na,na,exclude
3575,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,478,.,&nana@si &naramparumpasi@si .,%mor:,0,,,0,0,0,,,,
3576,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,MOT,.,female,.,.,Mother,.,.,479,.,&turun@si &turun@si .,%mor:,0,,,0,0,0,,,,
3577,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,480,.,e(s)te ya se le cortó .%mor: det:dem|este=this adv|ya=already pro:refl|se=itself pro:ind|le=him v|corta-3S&PRET=cut .,%mor:,0,,,0,0,0,,,,
3578,ABB-LPB-2019-03-18-esp-SDS.cha,chi-mot,spa,change_corpus_later,CHI,4;08.,female,.,.,Target_Child,.,.,480,v|corta-3s&pret=cut,e(s)te ya se le cortó .%mor: det:dem|este=this adv|ya=already pro:refl|se=itself pro:ind|le=him v|corta-3S&PRET=cut .,%svd:,cortar,na,na,na,na,na,na,na,na,gustar-type verb
